ID,SOURCE_PKEY,BUSINESS_ID,PROJECT_CODE_CD,PROJECT_RESPONSIBLE,PROJECT_ORGANIZATION_TYPE,PROJECT_TYPE,PROJECT_SUBTYPE,PROJECT_NAME_NM,PROJECT_DESCRIPTION_DESC,PROJECT_CATEGORY,PROJECT_STATUS,PROJECT_STATUS_DETAILED,PROJECT_PHASE,MECHANISM_OF_ACTION,ACTIVE_SUBSTANCE_TYPE,ACTIVE_SUBSTANCE_SUB_TYPE,ORIGIN_OF_ACTIVE_SUBSTANCE,ORIGIN_COMPANY_OF_ACTIVE_SUBSTANCE,EXTERNAL_ACTIVE_SUBSTANCE_CODE,DATE_OF_AGREEMENT,BRAND_NAME_NM,INN,RA_CODE,ADDITIONAL_PROJECT_INFORMATION,RESEARCH_PROJECT_TARGET,RW_CLUSTER,SCREENING_ORIENTATION,SCREEN_TYPE,TARGET_RATIONALE,PROJECT_GLOBAL_OBJECTIVE,SOURCE_SYSTEM,CREATIONDATE_DT,LASTUPDATEDATE_DT,CREATEDBY,UPDATEDBY,SOURCE_OF_ORIGIN,STATE
4973,6723611af877cd45d635eb9f,OTH000000000DI,E_DSAR_TIB,,OTHER,Customer,External Customer,,External file for DSAR -TIB,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:05.000,2024-11-26 08:38:50.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4974,6723611af877cd45d635eba1,OTH000000000DK,E_LGCR,,OTHER,Customer,External Customer,,External file for LGCR,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:05.000,2024-11-26 08:38:37.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4975,6723611af877cd45d635eba2,OTH000000000DL,E_LGCR_A2M,,OTHER,Customer,External Customer,,External file for LGCR - Access to Medicines,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:05.000,2024-11-26 08:38:22.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4976,6723611af877cd45d635eba4,OTH000000000DN,E_LGCR_Polycat,,OTHER,Customer,External Customer,,External file for LGCR - Polycat,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:05.000,2024-11-26 08:39:24.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4977,6723611af877cd45d635eba5,OTH000000000DO,FOV_RD_RDCVF_U63,U63,OTHER,Customer,Internal Customer,,FOV_RD_RDCVF_U63,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:05.000,2024-11-26 08:38:25.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4978,6723611af877cd45d635eba7,OTH000000000DQ,GENZYME,U48,OTHER,Not Planned,Not Planned PRIME Legacy,,GENZYME Projects,D,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:05.000,2024-11-26 08:38:20.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4979,6723611af877cd45d635eba9,OTH000000000DS,GZE_IA_ALDURAZYME_U67,U67,OTHER,Customer,Internal Customer,,GZE_IA_ALDURAZYME_U67,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:05.000,2024-11-26 08:39:10.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4980,6723611bf877cd45d635ee5a,OTH000000000FA,GZE_IA_GZ419824,HB,OTHER,Customer,Internal Customer,,Genzyme Industrial Affairs_GZ419824 ,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:07.000,2024-11-26 08:38:25.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4981,6723611cf877cd45d635ee6c,OTH000000000FB,GZE_IA_GZ419828,HB,OTHER,Customer,Internal Customer,,Genzyme Industrial Affairs_GZ419828 ,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:08.000,2024-11-26 08:39:04.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4982,6723611cf877cd45d635ee7e,OTH000000000FC,GZE_IA_GZ427398,HB,OTHER,Customer,Internal Customer,,Genzyme Industrial Affairs_ALDURAZYME,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:08.000,2024-11-26 08:39:15.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4983,6723611cf877cd45d635ee90,OTH000000000FD,GZE_IA_OTHER_D_U67,U67,OTHER,Customer,Internal Customer,,Internal file for Industrial Affairs for Genzyme Biologics,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:08.000,2024-11-26 08:38:36.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4984,6723611cf877cd45d635eea8,OTH000000000FF,GZE_IA_POMPE_U67,U67,OTHER,Customer,Internal Customer,,GZE_IA_POMPE_U67,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:08.000,2024-11-26 08:39:30.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4985,6723611cf877cd45d635eeba,OTH000000000FG,GZE_IA_POMPE_U71,U71,OTHER,Customer,Internal Customer,,GZE_IA_POMPE_U71,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:08.000,2024-11-26 08:39:16.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4986,6723611df877cd45d635eed8,OTH000000000FI,GZE_PO_ALDURAZYME_U65,U65,OTHER,Customer,Internal Customer,,GZE_PO_ALDURAZYME_U65,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:09.000,2024-11-26 08:39:28.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4987,6723611df877cd45d635ef14,OTH000000000FN,GZE_PO_CAMPATH_U67,U67,OTHER,Customer,Internal Customer,,GZE_PO_CAMPATH_U67,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:09.000,2024-11-26 08:38:23.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4988,6723611df877cd45d635ef20,OTH000000000FO,GZE_PO_CELSIOR_U71,U71,OTHER,Customer,Internal Customer,,GZE_PO_CELSIOR_U71,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:09.000,2024-11-26 08:39:16.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4989,6723611ef877cd45d635ef38,OTH000000000FQ,GZE_PO_CEREZYME_U67,U67,OTHER,Customer,Internal Customer,,GZE_PO_CEREZYME_U67,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:10.000,2024-11-26 08:39:12.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4990,6723611ef877cd45d635ef50,OTH000000000FS,GZE_PO_CLOFARABINE_U64,U64,OTHER,Customer,Internal Customer,,GZE_PO_CLOFARABINE_U64,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:10.000,2024-11-26 08:39:26.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4991,6723611ef877cd45d635ef68,OTH000000000FU,GZE_PO_CPDIVMS,HB,OTHER,Customer,Internal Customer,,CPDIVMS,O,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:10.000,2024-11-26 08:39:07.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4992,6723611ef877cd45d635ef74,OTH000000000FV,GZE_PO_DUPILUMAB_T,HB,OTHER,Customer,Internal Customer,,DUPILUMAB_T,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:10.000,2024-11-26 08:38:46.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4993,6723611ef877cd45d635ef9e,OTH000000000FY,GZE_PO_FABRAZYME_U61,U61,OTHER,Customer,Internal Customer,,GZE_PO_FABRAZYME_U61,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:10.000,2024-11-26 08:38:51.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4994,6723611ff877cd45d635efaa,OTH000000000FZ,GZE_PO_FABRAZYME_U64,U64,OTHER,Customer,Internal Customer,,GZE_PO_FABRAZYME_U64,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:11.000,2024-11-26 08:39:16.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4995,6723611ff877cd45d635efce,OTH000000000G2,GZE_PO_FLUDARA,HB,OTHER,Customer,Internal Customer,,Genzyme Pharma Ops / Medical Affairs_FLUDARA,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:11.000,2024-11-26 08:38:44.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4996,6723611ff877cd45d635efe0,OTH000000000G3,GZE_PO_GABI,U91,OTHER,Customer,Internal Customer,,Genzyme Pharma Ops / Medical Affairs_GABI,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:11.000,2024-11-26 08:38:32.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4997,6723611ff877cd45d635eff8,OTH000000000G5,GZE_PO_GENETIC_DISEASES_T,HB,OTHER,Customer,Internal Customer,,GENETIC_DISEASES_T,O,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:11.000,2024-11-26 08:39:04.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4998,6723611ff877cd45d635f004,OTH000000000G6,GZE_PO_GLD52_T,HB,OTHER,Customer,Internal Customer,,GLD52_T,O,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:11.000,2024-11-26 08:39:14.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
4999,674968a4235f773343324196,OTH000000000G7,GZE_PO_GZ316455,HB,OTHER,Customer,Internal Customer,GZE_PO_GZ316455,Genzyme Pharma Ops / Medical Affairs_MOZOBIL,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-11-29 07:09:24.000,2026-01-24 05:04:55.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5000,67236120f877cd45d635f022,OTH000000000G8,GZE_PO_GZ393590,HB,OTHER,Customer,Internal Customer,,Genzyme Pharma Ops / Medical Affairs_CLOFARABINE,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:12.000,2024-11-26 08:38:16.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5001,67236120f877cd45d635f034,OTH000000000G9,GZE_PO_GZ402661,HB,OTHER,Customer,Internal Customer,,Genzyme Pharma Ops / Medical Affairs_MIPOMERSEN,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:12.000,2024-11-26 08:39:25.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5002,67496902235f773343326e57,OTH000000000GA,GZE_PO_GZ419824,HB,OTHER,Customer,Internal Customer,GZE_PO_GZ419824,Genzyme Pharma Ops / Medical Affairs_THYROGEN,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-11-29 07:10:58.000,2026-01-24 05:04:57.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5003,67236120f877cd45d635f06a,OTH000000000GC,GZE_PO_GZ419831,HB,OTHER,Customer,Internal Customer,,Genzyme Pharma Ops / Medical Affairs_RENVELA,O,Ongoing,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:12.000,2024-11-26 08:38:09.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5004,67236121f877cd45d635f07c,OTH000000000GD,GZE_PO_LARONIDASE_U65,U65,OTHER,Customer,Internal Customer,,GZE_PO_LARONIDASE_U65,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:13.000,2024-11-26 08:38:30.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5005,67236121f877cd45d635f08e,OTH000000000GE,GZE_PO_LEGACY_HEMATOLOGY_T,HB,OTHER,Customer,Internal Customer,,LEGACY_HEMATOLOGY_T,O,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:13.000,2024-11-26 08:39:02.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5006,67236122f877cd45d635f0d6,OTH000000000GK,GZE_PO_MACI_U65,U65,OTHER,Customer,Internal Customer,,GZE_PO_MACI_U65,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:14.000,2024-11-26 08:38:43.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5007,67236122f877cd45d635f0ee,OTH000000000GM,GZE_PO_MIPOMERSEN_U71,U71,OTHER,Customer,Internal Customer,,GZE_PO_MIPOMERSEN_U71,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:14.000,2024-11-26 08:38:48.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5008,67236123f877cd45d635f2b3,OTH000000000I3,GZE_PO_MYOZYME_U61,U61,OTHER,Customer,Internal Customer,,GZE_PO_MYOZYME_U61,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:15.000,2024-11-26 08:38:43.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5009,67236123f877cd45d635f2bf,OTH000000000I4,GZE_PO_MYOZYME_U64,U64,OTHER,Customer,Internal Customer,,GZE_PO_MYOZYME_U64,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:15.000,2024-11-26 08:38:23.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5010,67236123f877cd45d635f2ef,OTH000000000I8,GZE_PO_RENVELA_U64,U64,OTHER,Customer,Internal Customer,,GZE_PO_RENVELA_U64,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:15.000,2024-11-26 08:38:40.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5011,67236123f877cd45d635f2fb,OTH000000000I9,GZE_PO_RENVELA_U65,U65,OTHER,Customer,Internal Customer,,GZE_PO_RENVELA_U65,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:15.000,2024-11-26 08:38:18.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5012,67236123f877cd45d635f307,OTH000000000IA,GZE_PO_RENVELA_U71,U71,OTHER,Customer,Internal Customer,,GZE_PO_RENVELA_U71,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:15.000,2024-11-26 08:38:25.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5013,67236123f877cd45d635f313,OTH000000000IB,GZE_PO_RNAI_T,HB,OTHER,Customer,Internal Customer,,RNAI_T,O,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:15.000,2024-11-26 08:38:59.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5014,67236124f877cd45d635f31f,OTH000000000IC,GZE_PO_SARILUMAB_T,HB,OTHER,Customer,Internal Customer,,SARILUMAB_T,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:16.000,2024-11-26 08:38:48.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5015,67236124f877cd45d635f331,OTH000000000ID,GZE_PO_SEPRA,HB,OTHER,Customer,Internal Customer,,Genzyme Pharma Ops / Medical Affairs_SEPRA,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:16.000,2024-11-26 08:39:24.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5016,67236124f877cd45d635f343,OTH000000000IE,GZE_PO_SEPRA_U48,U48,OTHER,Customer,Internal Customer,,GZE_PO_SEPRA_U48,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:16.000,2024-11-26 08:39:24.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5017,67236125f877cd45d635f38b,OTH000000000II,GZE_PO_SUPMARK_U71,U71,OTHER,Customer,Internal Customer,,GZE Marketed products managed by GMA,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:17.000,2024-11-26 08:39:04.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5018,67236125f877cd45d635f3af,OTH000000000IL,GZE_PO_SYNVISC_U67,U67,OTHER,Customer,Internal Customer,,GZE_PO_SYNVISC_U67,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:17.000,2024-11-26 08:39:03.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5019,67236126f877cd45d635f3f7,OTH000000000IR,GZE_RD_ANTITGFBETA_U62,U62,OTHER,Customer,Internal Customer,,GZE_RD_ANTITGFBETA_U62,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:18.000,2024-11-26 08:39:01.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5020,67236126f877cd45d635f403,OTH000000000IS,GZE_RD_CFTR_U62,U62,OTHER,Customer,Internal Customer,,GZE_RD_CFTR_U62,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:18.000,2024-11-26 08:39:29.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5021,67236126f877cd45d635f40f,OTH000000000IT,GZE_RD_FABRAZYME_U45,U45,OTHER,Customer,Internal Customer,,GZE_RD_FABRAZYME_U45,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:18.000,2024-11-26 08:38:40.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5022,67236126f877cd45d635f44b,OTH000000000IY,GZE_RD_TRKB_U62,U62,OTHER,Customer,Internal Customer,,GZE_RD_TRKB_U62,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:18.000,2024-11-26 08:39:10.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5023,67236126f877cd45d635f457,OTH000000000IZ,IMI-EU2P,U71,OTHER,Not Planned,Not Planned PRIME Legacy,,IMI-EU2P,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:18.000,2024-11-26 08:38:20.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5024,67236127f877cd45d635f493,OTH000000000J4,KSLK_DM1,HB,OTHER,Customer,External Customer,,Rescue impairment of myogenic differentiation by using DM1-hPSC-derived muscle cells,O,Stopped,Stopped inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:19.000,2024-11-26 08:38:32.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5025,67236127f877cd45d635f49f,OTH000000000J5,KSLK_DMD,HB,OTHER,Customer,External Customer,,Ksilink Duchenne muscular dystrophy,O,Stopped,Stopped inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:19.000,2024-11-26 08:39:27.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5026,67236127f877cd45d635f4b7,OTH000000000J7,KSLK_OTHER_R,HB,OTHER,Customer,External Customer,,Multiproject activities & Partnership management,O,Stopped,Stopped inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:19.000,2024-11-26 08:39:32.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5027,67236127f877cd45d635f4cf,OTH000000000J9,KSLK_SMARCA2,HB,OTHER,Customer,External Customer,,Targeting SMARCA2 in genetically defined cancers,O,Stopped,Stopped inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:19.000,2024-11-26 08:39:05.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5028,67236128f877cd45d635f4db,OTH000000000JA,KSLK_SNCA,HB,OTHER,Customer,External Customer,,Modeling Parkinson¿s Disease based on patient-derived iPSC lines (mutations SNCA),O,Stopped,Stopped inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:20.000,2024-11-26 08:38:41.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5029,67236128f877cd45d635f4ff,OTH000000000JD,MER_RD_OTHER_D,HB,OTHER,Customer,Internal Customer,,Merial R & D_OTHER_D,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:20.000,2024-11-26 08:39:19.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5030,67236128f877cd45d635f50b,OTH000000000JE,MER_RD_OTHER_D_U61,U61,OTHER,Customer,Internal Customer,,Project Dev for  Merial,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:20.000,2024-11-26 08:38:38.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5031,67236128f877cd45d635f517,OTH000000000JF,MER_RD_OTHER_D_U62,U62,OTHER,Customer,Internal Customer,,Project Dev for Merial,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:20.000,2024-11-26 08:39:14.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5032,6723612af877cd45d635f718,OTH000000000L0,NEUROC_SSR126374,HB,OTHER,Customer,External Customer,,NEUROC_SSR126374 - Neurocrine out licensing,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:22.000,2024-11-26 08:38:34.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5033,6723612af877cd45d635f72a,OTH000000000L1,NIH_HMR1766_U62,U62,OTHER,Customer,External Customer,,NIH_HMR1766_U62,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:22.000,2024-11-26 08:38:44.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5034,6723612af877cd45d635f73c,OTH000000000L2,NIH_HMR1766_U65,U65,OTHER,Customer,External Customer,,NIH_HMR1766_U65,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:22.000,2024-11-26 08:39:18.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5035,6723612af877cd45d635f74e,OTH000000000L3,NIH_SARGRAMOSTIM_U65,U65,OTHER,Customer,External Customer,,NIH_SARGRAMOSTIM_U65,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:22.000,2024-11-26 08:39:26.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5036,6723612af877cd45d635f75a,OTH000000000L4,Non-Dev_Ext,,OTHER,Multi-Project,Multi-Project Other Specific Activities,,Outside development scope(subcontract),O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:22.000,2024-11-26 08:39:17.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5037,6723612bf877cd45d635f772,OTH000000000L6,OBT,U31,OTHER,Not Planned,Not Planned PRIME Legacy,,Oxford Biotherapeutics,D,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:23.000,2024-11-26 08:38:18.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
5038,674968407876342e1fd39235,OTH000000000L8,OC00462,CL,OTHER,Transversal,Other Research Activities,ADC Platform Initiative (OC00462),OC00462 - ADC Platform Initiative,R,Ongoing,Ongoing,Others,ADC Platform Initiative,Synthetic,,,,,,,,,,,,,,,,MDM,2024-11-29 07:07:44.000,2026-01-24 05:04:52.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
